# Copied from parent region
region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost,sce
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,non-energy,0.3373,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,non-energy,0.343,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,non-energy,0.343,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,non-energy,0.343,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,non-energy,0.343,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,non-energy,0.3499,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,non-energy,0.3499,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,non-energy,0.3499,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,non-energy,0.3499,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,non-energy,0.3564,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,non-energy,0.3564,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,non-energy,0.3564,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,non-energy,0.3564,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,non-energy,0.3629,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,non-energy,0.3629,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,non-energy,0.3629,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,non-energy,0.3629,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,1975,non-energy,0.0893,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,1975,non-energy,0.0893,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,1975,non-energy,0.0893,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,1975,non-energy,0.0893,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,1990,non-energy,0.0893,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,1990,non-energy,0.0893,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,1990,non-energy,0.0893,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,1990,non-energy,0.0893,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2005,non-energy,0.0962,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2005,non-energy,0.0962,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2005,non-energy,0.0962,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2005,non-energy,0.0962,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2010,non-energy,0.1001,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2010,non-energy,0.1001,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2010,non-energy,0.1001,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2010,non-energy,0.1001,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2015,non-energy,0.104,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2015,non-energy,0.104,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2015,non-energy,0.104,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2015,non-energy,0.104,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2020,non-energy,0.1083,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2020,non-energy,0.1083,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2020,non-energy,0.1083,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2020,non-energy,0.1083,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2025,non-energy,0.1111,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2025,non-energy,0.1111,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2025,non-energy,0.1111,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2025,non-energy,0.1111,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2030,non-energy,0.114,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2030,non-energy,0.114,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2030,non-energy,0.114,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2030,non-energy,0.114,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2035,non-energy,0.1153,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2035,non-energy,0.1153,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2035,non-energy,0.1153,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2035,non-energy,0.1153,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2040,non-energy,0.117,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2040,non-energy,0.117,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2040,non-energy,0.117,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2040,non-energy,0.117,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2045,non-energy,0.1186,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2045,non-energy,0.1186,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2045,non-energy,0.1186,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2045,non-energy,0.1186,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2050,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2050,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2050,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2050,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2055,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2055,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2055,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2055,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2060,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2060,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2060,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2060,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2065,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2065,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2065,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2065,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2070,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2070,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2070,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2070,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2075,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2075,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2075,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2075,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2080,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2080,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2080,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2080,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2085,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2085,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2085,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2085,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2090,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2090,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2090,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2090,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2095,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2095,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2095,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2095,non-energy,0.1202,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,NG,2100,non-energy,0.1202,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,NG,2100,non-energy,0.1202,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2100,non-energy,0.1202,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,NG,2100,non-energy,0.1202,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,1975,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,1975,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,1975,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,1975,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,1990,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,1990,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,1990,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,1990,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2005,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2005,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2005,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2005,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2010,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2010,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2010,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2010,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2015,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2015,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2015,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2015,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2020,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2020,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2020,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2020,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2025,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2025,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2025,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2025,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2030,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2030,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2030,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2030,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2035,non-energy,9.0884,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2035,non-energy,9.0884,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2035,non-energy,9.0884,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2035,non-energy,9.0884,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2040,non-energy,9.0895,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2040,non-energy,9.0895,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2040,non-energy,9.0895,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2040,non-energy,9.0895,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2045,non-energy,9.0905,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2045,non-energy,9.0905,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2045,non-energy,9.0905,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2045,non-energy,9.0905,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2050,non-energy,9.0916,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2050,non-energy,9.0916,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2050,non-energy,9.0916,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2050,non-energy,9.0916,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2055,non-energy,9.0926,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2055,non-energy,9.0926,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2055,non-energy,9.0926,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2055,non-energy,9.0926,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2060,non-energy,9.0937,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2060,non-energy,9.0937,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2060,non-energy,9.0937,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2060,non-energy,9.0937,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2065,non-energy,9.0947,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2065,non-energy,9.0947,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2065,non-energy,9.0947,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2065,non-energy,9.0947,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2070,non-energy,9.0958,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2070,non-energy,9.0958,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2070,non-energy,9.0958,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2070,non-energy,9.0958,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2075,non-energy,9.0968,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2075,non-energy,9.0968,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2075,non-energy,9.0968,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2075,non-energy,9.0968,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2080,non-energy,9.0978,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2080,non-energy,9.0978,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2080,non-energy,9.0978,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2080,non-energy,9.0978,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2085,non-energy,9.0989,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2085,non-energy,9.0989,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2085,non-energy,9.0989,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2085,non-energy,9.0989,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2090,non-energy,9.0999,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2090,non-energy,9.0999,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2090,non-energy,9.0999,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2090,non-energy,9.0999,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2095,non-energy,9.101,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2095,non-energy,9.101,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2095,non-energy,9.101,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2095,non-energy,9.101,CORE
Bangkok,trn_freight,Freight Rail,Adv-Electric,2100,non-energy,9.101,CORE
Nonthaburi,trn_freight,Freight Rail,Adv-Electric,2100,non-energy,9.101,CORE
Rest of Thailand,trn_freight,Freight Rail,Adv-Electric,2100,non-energy,9.101,CORE
SamutPrakan,trn_freight,Freight Rail,Adv-Electric,2100,non-energy,9.101,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,1975,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,1975,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,1975,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,1975,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,1990,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,1990,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,1990,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,1990,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2005,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2005,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2005,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2005,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2010,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2010,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2010,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2010,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2015,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2015,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2015,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2015,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2020,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2020,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2020,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2020,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2025,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2025,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2025,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2025,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2030,non-energy,6.1356,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2030,non-energy,6.1356,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2030,non-energy,6.1356,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2030,non-energy,6.1356,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2035,non-energy,8.7651,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2035,non-energy,8.7651,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2035,non-energy,8.7651,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2035,non-energy,8.7651,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2040,non-energy,8.7653,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2040,non-energy,8.7653,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2040,non-energy,8.7653,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2040,non-energy,8.7653,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2045,non-energy,8.7655,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2045,non-energy,8.7655,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2045,non-energy,8.7655,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2045,non-energy,8.7655,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2050,non-energy,8.7658,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2050,non-energy,8.7658,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2050,non-energy,8.7658,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2050,non-energy,8.7658,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2055,non-energy,8.766,CORE
Nonthaburi,trn_pass,Passenger Rail,Tech-Adv-Electric,2055,non-energy,8.766,CORE
Rest of Thailand,trn_pass,Passenger Rail,Tech-Adv-Electric,2055,non-energy,8.766,CORE
SamutPrakan,trn_pass,Passenger Rail,Tech-Adv-Electric,2055,non-energy,8.766,CORE
Bangkok,trn_pass,Passenger Rail,Tech-Adv-Electric,2060,non-energy,8.7662,CORE
